experiment_id,phase,config_description,hash_mode,rate_limit,lockout,captcha,pepper,totp,attack_type,target,target_category,success,total_attempts,time_to_crack,total_time_seconds,avg_latency_ms,attempts_per_second
91,2,Phase 2: ARGON2ID - CAPTCHA,ARGON2ID,False,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.2821028232574463,282.10276961485846,3.544806778085318
92,2,Phase 2: ARGON2ID - LOCKOUT,ARGON2ID,False,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,12.535018682479858,250.70036855781728,3.988825327391397
93,2,Phase 2: ARGON2ID - LOCKOUT + CAPTCHA,ARGON2ID,False,True,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.2872469425201416,287.24687847551763,3.4813251317022478
94,1,Phase 1: ARGON2ID - No protections,ARGON2ID,False,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,376.0111553668976,376.0111553668976,249.0140122933294,4.0158383027934335
95,2,Phase 2: ARGON2ID - PEPPER,ARGON2ID,False,False,False,True,False,password_spraying,medium_user_01,medium,True,1510,378.4569528102875,378.4569528102875,250.63374374884657,3.989885742056723
96,2,Phase 2: ARGON2ID - RATE_LIMIT,ARGON2ID,True,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,1128.0163340568542,1128.0163340568542,250.34194240438993,1.3386330981302024
97,2,Phase 2: ARGON2ID - RATE_LIMIT + CAPTCHA,ARGON2ID,True,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.2188262939453125,218.8263349096227,4.569834739557911
98,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT,ARGON2ID,True,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,32.13820695877075,242.76415925924434,1.5557806340641114
99,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,ARGON2ID,True,True,True,True,True,password_spraying,medium_user_01,medium,False,1,,0.2737758159637451,273.77578779576805,3.6526235762636734
100,2,Phase 2: ARGON2ID - TOTP,ARGON2ID,False,False,False,False,True,password_spraying,medium_user_01,medium,False,6000,,1499.0100779533386,249.83501468171215,4.002641535400517
101,2,Phase 2: BCRYPT - CAPTCHA,BCRYPT,False,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.3909449577331543,390.94501268057184,2.5579048411274456
102,2,Phase 2: BCRYPT - LOCKOUT,BCRYPT,False,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,17.859471082687378,357.18942301442644,2.799634981825919
103,2,Phase 2: BCRYPT - LOCKOUT + CAPTCHA,BCRYPT,False,True,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.31821370124816895,318.2136064751784,3.1425422477962965
104,1,Phase 1: BCRYPT - No protections,BCRYPT,False,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,529.3925037384033,529.3925037384033,350.5910622784181,2.8523259950544353
105,2,Phase 2: BCRYPT - PEPPER,BCRYPT,False,False,False,True,False,password_spraying,medium_user_01,medium,True,1510,527.9759278297424,527.9759278297424,349.65293085489765,2.85997887480759
106,2,Phase 2: BCRYPT - RATE_LIMIT,BCRYPT,True,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,1277.0916693210602,1277.0916693210602,349.0673323099534,1.1823740114151404
107,2,Phase 2: BCRYPT - RATE_LIMIT + CAPTCHA,BCRYPT,True,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.3436903953552246,343.69037573457103,2.9095954193495577
108,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT,BCRYPT,True,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,37.6084098815918,352.1682052463173,1.329489870947017
109,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,BCRYPT,True,True,True,True,True,password_spraying,medium_user_01,medium,False,1,,0.3636460304260254,363.6460252563214,2.7499268968465334
110,2,Phase 2: BCRYPT - TOTP,BCRYPT,False,False,False,False,True,password_spraying,medium_user_01,medium,False,6000,,2101.6667144298553,350.277787407799,2.854877016800303
111,2,Phase 2: SHA256 - CAPTCHA,SHA256,False,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.1078643798828125,107.86435953771712,9.270901117555525
112,2,Phase 2: SHA256 - LOCKOUT,SHA256,False,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,7.163139343261719,143.26279189287405,6.980179723438497
113,2,Phase 2: SHA256 - LOCKOUT + CAPTCHA,SHA256,False,True,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.12738347053527832,127.38343292264094,7.850312099347726
114,1,Phase 1: SHA256 - No protections,SHA256,False,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,226.52811884880066,226.52811884880066,150.01862525147627,6.665839135881716
115,2,Phase 2: SHA256 - PEPPER,SHA256,False,False,False,True,False,password_spraying,medium_user_01,medium,True,1510,228.73675799369812,228.73675799369812,151.48129710792074,6.601475046007261
116,2,Phase 2: SHA256 - RATE_LIMIT,SHA256,True,False,False,False,False,password_spraying,medium_user_01,medium,True,1510,976.3778133392334,976.3778133392334,149.9190815716553,1.546532478893357
117,2,Phase 2: SHA256 - RATE_LIMIT + CAPTCHA,SHA256,True,False,True,False,False,password_spraying,medium_user_01,medium,False,1,,0.1994924545288086,199.49234154661156,5.012720919003934
118,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT,SHA256,True,True,False,False,False,password_spraying,medium_user_01,medium,False,50,,27.48057270050049,149.61144666942994,1.8194671757728462
119,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,SHA256,True,True,True,True,True,password_spraying,medium_user_01,medium,False,1,,0.1581733226776123,158.17334853141386,6.322178627038092
120,2,Phase 2: SHA256 - TOTP,SHA256,False,False,False,False,True,password_spraying,medium_user_01,medium,False,6000,,901.9199061393738,150.3199853111689,6.652475412903038
121,2,Phase 2: ARGON2ID - CAPTCHA,ARGON2ID,False,False,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.24997758865356445,249.97754518173153,4.000358613691032
122,2,Phase 2: ARGON2ID - LOCKOUT,ARGON2ID,False,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,12.459472179412842,249.18945090588247,4.013011087469379
123,2,Phase 2: ARGON2ID - LOCKOUT + CAPTCHA,ARGON2ID,False,True,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.2885005474090576,288.50043374521346,3.4661979291918823
124,1,Phase 1: ARGON2ID - No protections,ARGON2ID,False,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,1137.3763456344604,1137.3763456344604,249.97282166486806,4.000434875812265
125,2,Phase 2: ARGON2ID - PEPPER,ARGON2ID,False,False,False,True,False,password_spraying,strong_user_01,strong,True,4550,1140.5268325805664,1140.5268325805664,250.66523877387144,3.9893844406142804
126,2,Phase 2: ARGON2ID - RATE_LIMIT,ARGON2ID,True,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,3409.2581079006195,3409.2581079006195,250.38639737685355,1.3346012111713759
127,2,Phase 2: ARGON2ID - RATE_LIMIT + CAPTCHA,ARGON2ID,True,False,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.296384334564209,296.384361212135,3.373997486980403
128,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT,ARGON2ID,True,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,32.5967698097229,251.9353837703064,1.5338943181138796
129,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,ARGON2ID,True,True,True,True,True,password_spraying,strong_user_01,strong,False,1,,0.24310517311096191,243.10524988153497,4.1134459921326485
130,2,Phase 2: ARGON2ID - TOTP,ARGON2ID,False,False,False,False,True,password_spraying,strong_user_01,strong,False,6000,,1497.8369588851929,249.63949303561841,4.005776439423466
131,2,Phase 2: BCRYPT - CAPTCHA,BCRYPT,False,False,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.33127832412719727,331.27829673467164,3.018609812865514
132,2,Phase 2: BCRYPT - LOCKOUT,BCRYPT,False,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,17.59853720664978,351.97074085648904,2.841145227746941
133,2,Phase 2: BCRYPT - LOCKOUT + CAPTCHA,BCRYPT,False,True,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.3984532356262207,398.45318295129334,2.5097048049525084
134,1,Phase 1: BCRYPT - No protections,BCRYPT,False,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,1590.3859605789185,1590.3859605789185,349.5353762781106,2.8609407482091633
135,2,Phase 2: BCRYPT - PEPPER,BCRYPT,False,False,False,True,False,password_spraying,strong_user_01,strong,True,4550,1591.071286201477,1591.071286201477,349.6859960618425,2.8597084489298203
136,2,Phase 2: BCRYPT - RATE_LIMIT,BCRYPT,True,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,3866.8986492156982,3866.8986492156982,350.96673640145127,1.1766535440288437
137,2,Phase 2: BCRYPT - RATE_LIMIT + CAPTCHA,BCRYPT,True,False,True,False,False,password_spraying,strong_user_01,strong,False,2,,30.751125812530518,375.5629319118363,0.06503826923907406
138,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT,BCRYPT,True,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,37.68356966972351,353.6714024419256,1.3268382066301962
139,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,BCRYPT,True,True,True,True,True,password_spraying,strong_user_01,strong,False,1,,0.3823244571685791,382.3243588364908,2.615579467256179
140,2,Phase 2: BCRYPT - TOTP,BCRYPT,False,False,False,False,True,password_spraying,strong_user_01,strong,False,6000,,2104.1866688728333,350.6977775039754,2.8514580425576352
141,2,Phase 2: SHA256 - CAPTCHA,SHA256,False,False,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.1276850700378418,127.68515701861476,7.831769209224162
142,2,Phase 2: SHA256 - LOCKOUT,SHA256,False,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,7.244824409484863,144.89648943859763,6.901478514032779
143,2,Phase 2: SHA256 - LOCKOUT + CAPTCHA,SHA256,False,True,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.1655595302581787,165.55953694012408,6.040123443456071
144,1,Phase 1: SHA256 - No protections,SHA256,False,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,680.9466021060944,680.9466021060944,149.65859447451408,6.681874886998982
145,2,Phase 2: SHA256 - PEPPER,SHA256,False,False,False,True,False,password_spraying,strong_user_01,strong,True,4550,681.9072046279907,681.9072046279907,149.86971328907384,6.672462131386657
146,2,Phase 2: SHA256 - RATE_LIMIT,SHA256,True,False,False,False,False,password_spraying,strong_user_01,strong,True,4550,2952.7594175338745,2952.7594175338745,150.05701334442807,1.5409315005420017
147,2,Phase 2: SHA256 - RATE_LIMIT + CAPTCHA,SHA256,True,False,True,False,False,password_spraying,strong_user_01,strong,False,1,,0.10094022750854492,100.94030322811037,9.906853042463638
148,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT,SHA256,True,True,False,False,False,password_spraying,strong_user_01,strong,False,50,,27.45957088470459,149.1914047775757,1.8208587530350222
149,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,SHA256,True,True,True,True,True,password_spraying,strong_user_01,strong,False,1,,0.12417101860046387,124.17101208479309,8.053409010178356
150,2,Phase 2: SHA256 - TOTP,SHA256,False,False,False,False,True,password_spraying,strong_user_01,strong,False,6000,,901.7104249000549,150.28507284266132,6.654020885546529
151,2,Phase 2: ARGON2ID - CAPTCHA,ARGON2ID,False,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.22318792343139648,223.18800360788407,4.480529164058377
152,2,Phase 2: ARGON2ID - LOCKOUT,ARGON2ID,False,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,13.000102043151855,260.0020185264823,3.8461236561092083
153,2,Phase 2: ARGON2ID - LOCKOUT + CAPTCHA,ARGON2ID,False,True,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.2923159599304199,292.31603865311365,3.4209558733571384
154,1,Phase 1: ARGON2ID - No protections,ARGON2ID,False,False,False,False,False,password_spraying,weak_user_01,weak,True,110,27.537052154541016,27.537052154541016,250.3368444219797,3.9946178473522767
155,2,Phase 2: ARGON2ID - PEPPER,ARGON2ID,False,False,False,True,False,password_spraying,weak_user_01,weak,True,110,27.286258935928345,27.286258935928345,248.05689566821127,4.031333143114056
156,2,Phase 2: ARGON2ID - RATE_LIMIT,ARGON2ID,True,False,False,False,False,password_spraying,weak_user_01,weak,True,110,78.06627011299133,78.06627011299133,255.1479107708263,1.4090592497987737
157,2,Phase 2: ARGON2ID - RATE_LIMIT + CAPTCHA,ARGON2ID,True,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.2725369930267334,272.5370473832779,3.6692266576152806
158,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT,ARGON2ID,True,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,32.71786117553711,254.35720274474755,1.528217255148225
159,2,Phase 2: ARGON2ID - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,ARGON2ID,True,True,True,True,True,password_spraying,weak_user_01,weak,False,1,,0.20797085762023926,207.9709619893069,4.808365996287945
160,2,Phase 2: ARGON2ID - TOTP,ARGON2ID,False,False,False,False,True,password_spraying,weak_user_01,weak,False,6000,,1498.7915558815002,249.7985914967239,4.003225115897558
161,2,Phase 2: BCRYPT - CAPTCHA,BCRYPT,False,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.3808426856994629,380.84258331971705,2.625756086567295
162,2,Phase 2: BCRYPT - LOCKOUT,BCRYPT,False,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,17.53706383705139,350.74128311785745,2.8511044074757037
163,2,Phase 2: BCRYPT - LOCKOUT + CAPTCHA,BCRYPT,False,True,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.36218857765197754,362.18865279503865,2.7609926477606574
164,1,Phase 1: BCRYPT - No protections,BCRYPT,False,False,False,False,False,password_spraying,weak_user_01,weak,True,110,38.69152569770813,38.69152569770813,351.74115186567127,2.8429998046449687
165,2,Phase 2: BCRYPT - PEPPER,BCRYPT,False,False,False,True,False,password_spraying,weak_user_01,weak,True,110,38.492098569869995,38.492098569869995,349.9281681182601,2.857729354514939
166,2,Phase 2: BCRYPT - RATE_LIMIT,BCRYPT,True,False,False,False,False,password_spraying,weak_user_01,weak,True,110,89.14215064048767,89.14215064048767,355.83772741584426,1.2339841389247217
167,2,Phase 2: BCRYPT - RATE_LIMIT + CAPTCHA,BCRYPT,True,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.33365917205810547,333.65912129394604,2.9970703152912392
168,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT,BCRYPT,True,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,37.560736417770386,351.2147242677572,1.3311773082368126
169,2,Phase 2: BCRYPT - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,BCRYPT,True,True,True,True,True,password_spraying,weak_user_01,weak,False,1,,0.3412618637084961,341.261957711157,2.930301057179346
170,2,Phase 2: BCRYPT - TOTP,BCRYPT,False,False,False,False,True,password_spraying,weak_user_01,weak,False,6000,,2100.5788037776947,350.09646784030645,2.8563555859982785
171,2,Phase 2: SHA256 - CAPTCHA,SHA256,False,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.15005230903625488,150.05238629179956,6.6643426310646445
172,2,Phase 2: SHA256 - LOCKOUT,SHA256,False,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,7.699784278869629,153.9956918950886,6.493688418935846
173,2,Phase 2: SHA256 - LOCKOUT + CAPTCHA,SHA256,False,True,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.18422889709472656,184.22884052145508,5.428030106947996
174,1,Phase 1: SHA256 - No protections,SHA256,False,False,False,False,False,password_spraying,weak_user_01,weak,True,110,16.151573419570923,16.151573419570923,146.83248659576057,6.810481997172646
175,2,Phase 2: SHA256 - PEPPER,SHA256,False,False,False,True,False,password_spraying,weak_user_01,weak,True,110,16.616217851638794,16.616217851638794,151.0565196220183,6.620038385519309
176,2,Phase 2: SHA256 - RATE_LIMIT,SHA256,True,False,False,False,False,password_spraying,weak_user_01,weak,True,110,66.68923568725586,66.68923568725586,151.72032438328972,1.6494416057765784
177,2,Phase 2: SHA256 - RATE_LIMIT + CAPTCHA,SHA256,True,False,True,False,False,password_spraying,weak_user_01,weak,False,1,,0.1441030502319336,144.10301795820473,6.939478369059516
178,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT,SHA256,True,True,False,False,False,password_spraying,weak_user_01,weak,False,50,,27.42983913421631,148.59677119737546,1.8228324182050855
179,2,Phase 2: SHA256 - RATE_LIMIT + LOCKOUT + CAPTCHA + PEPPER + TOTP,SHA256,True,True,True,True,True,password_spraying,weak_user_01,weak,False,1,,0.12335419654846191,123.35411335601978,8.106736762758874
180,2,Phase 2: SHA256 - TOTP,SHA256,False,False,False,False,True,password_spraying,weak_user_01,weak,False,6000,,898.9738836288452,149.82897933966908,6.67427620453231
